# Every number of the main text of manuscript/draft_v2.md (title to Materials and methods, the six figure captions and the three table captions and bodies, the Data and code availability statement, and the Supporting-information captions), one row per occurrence, in reading order. category: data (checked against the named file at the named line, at the printed precision), design (a fixed setting of the analysis, located in the named file), literature (a value of a cited work, located in the literature table), bound (a stated bound, checked to hold against the file's value), derived (computed from quoted values; the derivation is given), label (a name, index, date or formula constant, not a quantity). Round 17 (the revision of 25 September 2026).
section,paragraph,occurrence,number,category,source_file,locator,note,check,context
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 3,1,1,label,,,AR(1): a name,ok,"es to the residual depends on how the change is made: on AR(1) pairs it rises, falls or moves with th"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 3,1,0,label,,,lag-0: a name,ok,"rators do not represent, with a coupling change at fixed lag-0 structure, and with a weakening of lag"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 3,1,−0.0006,data,notes/review_results/partB/aligned_directed_tables.md,line 12; the line holds -0.00059; anchor: | A_other (sign from the other run) |,"B22 ts_gsr DiD −0.00059 [−0.00166, +0.00041]; net of B24's +0.00001 (B22 outcome entry)",ok,"ed with q. The aligned statistic A_other (Table 3) changed by −0.0006 [−0.0017, +0.0004] under DMT relative"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 3,1,−0.0017,data,notes/review_results/partB/aligned_directed_tables.md,line 12; the line holds -0.00166; anchor: | A_other (sign from the other run) |,"B22 ts_gsr DiD −0.00059 [−0.00166, +0.00041]; net of B24's +0.00001 (B22 outcome entry)",ok,". The aligned statistic A_other (Table 3) changed by −0.0006 [−0.0017, +0.0004] under DMT relative to place"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 3,1,+0.0004,data,notes/review_results/partB/aligned_directed_tables.md,line 12; the line holds -0.00037; anchor: | A_other (sign from the other run) |,"B22 ts_gsr DiD −0.00059 [−0.00166, +0.00041]; net of B24's +0.00001 (B22 outcome entry)",ok,"gned statistic A_other (Table 3) changed by −0.0006 [−0.0017, +0.0004] under DMT relative to placebo, again"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 3,1,+0.0000,data,notes/review_results/partB/bandpassed_expectations_tables.md,line 29; the line holds +0.00001; anchor: | A_other (sign from the other run) |,B24: +0.00001 ± 0.00031,ok,"006 [−0.0017, +0.0004] under DMT relative to placebo, against +0.0000 ± 0.0003 under a pure autocorrelation"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 3,1,0.0003,data,notes/review_results/partB/bandpassed_expectations_tables.md,line 29; the line holds -0.00028; anchor: | A_other (sign from the other run) |,B24: +0.00001 ± 0.00031,ok,"17, +0.0004] under DMT relative to placebo, against +0.0000 ± 0.0003 under a pure autocorrelation change o"
Results / 4. What the pairs' own autocorrelations and lag-0 correlations carry,paragraph 3,2,1,label,,,AR(1): a name,ok,utocorrelation change on the band-passed generator; at the AR(1) generator's conversions its interval
Results / 5. Lag dependence,paragraph 1,1,0.848,data,notes/review_results/partB/lag_tables.md,line 8; the line holds 0.848; anchor: | 1 | W60 | 0.848,mean r_τ,ok,"our-vector, as the mean lag-τ autocorrelation r_τ falls from 0.848 at τ = 1 to 0.513, 0.139 and −0.202 at"
Results / 5. Lag dependence,paragraph 1,1,1,label,,,"τ = 1, lag-1: labels",ok,"s the mean lag-τ autocorrelation r_τ falls from 0.848 at τ = 1 to 0.513, 0.139 and −0.202 at τ = 2, 3"
Results / 5. Lag dependence,paragraph 1,1,0.513,data,notes/review_results/partB/lag_tables.md,line 10; the line holds 0.513; anchor: | 2 | W60 | 0.513,mean r_τ,ok," mean lag-τ autocorrelation r_τ falls from 0.848 at τ = 1 to 0.513, 0.139 and −0.202 at τ = 2, 3 and 5, t"
Results / 5. Lag dependence,paragraph 1,1,0.139,data,notes/review_results/partB/lag_tables.md,line 12; the line holds 0.139; anchor: | 3 | W60 | 0.139,mean r_τ,ok,"ag-τ autocorrelation r_τ falls from 0.848 at τ = 1 to 0.513, 0.139 and −0.202 at τ = 2, 3 and 5, the sts "
Results / 5. Lag dependence,paragraph 1,1,−0.202,data,notes/review_results/partB/lag_tables.md,line 14; the line holds -0.202; anchor: | 5 | W60 | -0.202,mean r_τ,ok,"orrelation r_τ falls from 0.848 at τ = 1 to 0.513, 0.139 and −0.202 at τ = 2, 3 and 5, the sts level follo"
Results / 5. Lag dependence,paragraph 1,1,2,label,,,τ = 2,ok," falls from 0.848 at τ = 1 to 0.513, 0.139 and −0.202 at τ = 2, 3 and 5, the sts level follows |r_τ| "
Results / 5. Lag dependence,paragraph 1,1,3,label,,,τ = 3,ok,"lls from 0.848 at τ = 1 to 0.513, 0.139 and −0.202 at τ = 2, 3 and 5, the sts level follows |r_τ| (1."
Results / 5. Lag dependence,paragraph 1,1,5,label,,,τ = 5,ok,"om 0.848 at τ = 1 to 0.513, 0.139 and −0.202 at τ = 2, 3 and 5, the sts level follows |r_τ| (1.1554, "
Results / 5. Lag dependence,paragraph 1,1,1.1554,data,notes/review_results/partB/lag_tables.md,line 8; the line holds 1.1554; anchor: | 1 | W60 |,sts level (DMT pre) 1.1554,ok,"9 and −0.202 at τ = 2, 3 and 5, the sts level follows |r_τ| (1.1554, 0.1797, 0.0262, 0.0415), and the sts "
Results / 5. Lag dependence,paragraph 1,1,0.1797,data,notes/review_results/partB/lag_tables.md,line 10; the line holds 0.1797; anchor: | 2 | W60 |,sts level,ok,".202 at τ = 2, 3 and 5, the sts level follows |r_τ| (1.1554, 0.1797, 0.0262, 0.0415), and the sts contrast"
Results / 5. Lag dependence,paragraph 1,1,0.0262,data,notes/review_results/partB/lag_tables.md,line 12; the line holds 0.0262; anchor: | 3 | W60 |,sts level,ok,"τ = 2, 3 and 5, the sts level follows |r_τ| (1.1554, 0.1797, 0.0262, 0.0415), and the sts contrast shrinks"
Results / 5. Lag dependence,paragraph 1,1,0.0415,data,notes/review_results/partB/lag_tables.md,line 14; the line holds 0.0415; anchor: | 5 | W60 |,sts level,ok," and 5, the sts level follows |r_τ| (1.1554, 0.1797, 0.0262, 0.0415), and the sts contrast shrinks (−0.080"
Results / 5. Lag dependence,paragraph 1,1,−0.0809,data,notes/review_results/partB/lag_tables.md,line 8; the line holds -0.0809; anchor: | 1 | W60 |,sts DiD −0.0809,ok,"1554, 0.1797, 0.0262, 0.0415), and the sts contrast shrinks (−0.0809, −0.0429, −0.0043, −0.0024; p = 0.0038"
Results / 5. Lag dependence,paragraph 1,1,−0.0429,data,notes/review_results/partB/lag_tables.md,line 10; the line holds -0.0429; anchor: | 2 | W60 |,sts DiD and p,ok,"797, 0.0262, 0.0415), and the sts contrast shrinks (−0.0809, −0.0429, −0.0043, −0.0024; p = 0.0038, 0.0037,"
Results / 5. Lag dependence,paragraph 1,1,−0.0043,data,notes/review_results/partB/lag_tables.md,line 12; the line holds -0.0043; anchor: | 3 | W60 |,sts DiD and p,ok,"62, 0.0415), and the sts contrast shrinks (−0.0809, −0.0429, −0.0043, −0.0024; p = 0.0038, 0.0037, 0.0018, "
Results / 5. Lag dependence,paragraph 1,1,−0.0024,data,notes/review_results/partB/lag_tables.md,line 14; the line holds -0.0024; anchor: | 5 | W60 |,sts DiD and p,ok,"5), and the sts contrast shrinks (−0.0809, −0.0429, −0.0043, −0.0024; p = 0.0038, 0.0037, 0.0018, 0.37), wh"
Results / 5. Lag dependence,paragraph 1,1,0.0038,data,notes/review_results/partB/lag_tables.md,line 8; the line holds 0.0038; anchor: | 1 | W60 |,sts DiD and p,ok,"ts contrast shrinks (−0.0809, −0.0429, −0.0043, −0.0024; p = 0.0038, 0.0037, 0.0018, 0.37), which per subj"
Results / 5. Lag dependence,paragraph 1,1,0.0037,data,notes/review_results/partB/lag_tables.md,line 10; the line holds 0.0037; anchor: | 2 | W60 |,sts DiD and p,ok,"ast shrinks (−0.0809, −0.0429, −0.0043, −0.0024; p = 0.0038, 0.0037, 0.0018, 0.37), which per subject trac"
Results / 5. Lag dependence,paragraph 1,1,0.0018,data,notes/review_results/partB/lag_tables.md,line 12; the line holds 0.0018; anchor: | 3 | W60 |,sts DiD and p,ok,"nks (−0.0809, −0.0429, −0.0043, −0.0024; p = 0.0038, 0.0037, 0.0018, 0.37), which per subject tracks the l"
Results / 5. Lag dependence,paragraph 1,1,0.37,data,notes/review_results/partB/lag_tables.md,line 14; the line holds 0.3688; anchor: | 5 | W60 |,sts DiD and p,ok,"0809, −0.0429, −0.0043, −0.0024; p = 0.0038, 0.0037, 0.0018, 0.37), which per subject tracks the lag-τ a"
Results / 5. Lag dependence,paragraph 1,2,3,label,,,lag index,ok,"racks the lag-τ autocorrelation contrast, only partly at τ = 3 and with the sign reversed at τ = 5, w"
Results / 5. Lag dependence,paragraph 1,2,5,label,,,lag index,ok,"rast, only partly at τ = 3 and with the sign reversed at τ = 5, where r₅ is negative (S14 Table). Rel"
Results / 5. Lag dependence,paragraph 1,2,1,label,,,"τ = 1, lag-1: labels",ok,"ves under DMT towards a faster decay, of which r₁ is the lag-1 summary (the in-band spectral centroid"
Results / 5. Lag dependence,paragraph 1,1,+0.0023,data,notes/review_results/logs/rev_extra.log,line 27; the line holds +0.00231; anchor: in-band spectral centroid (Hz): DMT pre 0.0369,+0.00231 Hz,ok,"is the lag-1 summary (the in-band spectral centroid rises by +0.0023 Hz, p = 0.022). No lag moves the pairs"
Results / 5. Lag dependence,paragraph 1,1,0.022,data,notes/review_results/logs/rev_extra.log,line 27; the line holds 0.0217; anchor: in-band spectral centroid (Hz): DMT pre 0.0369,p 0.0217,ok,"mary (the in-band spectral centroid rises by +0.0023 Hz, p = 0.022). No lag moves the pairs to where q co"
Results / 5. Lag dependence,"Fig 6, caption",1,60,design,manuscript/analysis_record.md,line 189; anchor: W = 60,W = 60,ok,"**Fig 6. Lag dependence.** S14 Table; ts_gsr, W = 60, N = 14; points are group-mean primary"
Results / 5. Lag dependence,"Fig 6, caption",1,14,design,results/primary_b_ts_gsr_win60.csv,"line 2; anchor: section,statistic",N = 14 subjects,ok,"**Fig 6. Lag dependence.** S14 Table; ts_gsr, W = 60, N = 14; points are group-mean primary DiDs, D"
Results / 5. Lag dependence,"Fig 6, caption",1,6,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok,"are group-mean primary DiDs, DMT minus placebo, post windows 6–14 minus pre 1–4; whiskers are inverte"
Results / 5. Lag dependence,"Fig 6, caption",2,14,design,notes/review_results/partB/family_atoms_tables.md,"line 6; anchor: ## ts_gsr, W = 60: Table 1's columns","design: windows 1–4 / 6–14, 14 subjects, W = 60, sixteen atoms",ok,"e group-mean primary DiDs, DMT minus placebo, post windows 6–14 minus pre 1–4; whiskers are inverted s"
Results / 5. Lag dependence,"Fig 6, caption",1,1,design,manuscript/analysis_record.md,line 1747; anchor: Primary (pre windows 1–4 / bins 1–8; post windows 6–14 / bins 11–28),the primary window sets,ok,"primary DiDs, DMT minus placebo, post windows 6–14 minus pre 1–4; whiskers are inverted sign-flip 95 "
Results / 5. Lag dependence,"Fig 6, caption",1,4,design,manuscript/analysis_record.md,line 1747; anchor: Primary (pre windows 1–4 / bins 1–8; post windows 6–14 / bins 11–28),the primary window sets,ok,"imary DiDs, DMT minus placebo, post windows 6–14 minus pre 1–4; whiskers are inverted sign-flip 95 % "
Results / 5. Lag dependence,"Fig 6, caption",1,95,design,manuscript/analysis_record.md,line 189; anchor: W = 60,design,ok, windows 6–14 minus pre 1–4; whiskers are inverted sign-flip 95 % intervals of the mean over subjects 
Results / 5. Lag dependence,"Fig 6, caption",2,1,label,,,lag index,ok,"oint is in S14 Table. (a) The whole-brain MMI-sts DiD at τ = 1 (−0.0809), 2 (−0.0429), 3 (−0.0043), 5"
Results / 5. Lag dependence,"Fig 6, caption",1,−0.0809,data,notes/review_results/partB/lag_tables.md,line 8; the line holds -0.0809; anchor: | 1 | W60 |,sts DiD at τ = 1,ok,"t is in S14 Table. (a) The whole-brain MMI-sts DiD at τ = 1 (−0.0809), 2 (−0.0429), 3 (−0.0043), 5 (−0.0024"
Results / 5. Lag dependence,"Fig 6, caption",1,2,label,,,lag index,ok,"4 Table. (a) The whole-brain MMI-sts DiD at τ = 1 (−0.0809), 2 (−0.0429), 3 (−0.0043), 5 (−0.0024) na"
Results / 5. Lag dependence,"Fig 6, caption",1,−0.0429,data,notes/review_results/partB/lag_tables.md,line 10; the line holds -0.0429; anchor: | 2 | W60 |,sts DiD at τ = 2,ok,"able. (a) The whole-brain MMI-sts DiD at τ = 1 (−0.0809), 2 (−0.0429), 3 (−0.0043), 5 (−0.0024) nats, with "
Results / 5. Lag dependence,"Fig 6, caption",1,3,label,,,lag index,ok,"The whole-brain MMI-sts DiD at τ = 1 (−0.0809), 2 (−0.0429), 3 (−0.0043), 5 (−0.0024) nats, with r, t"
Results / 5. Lag dependence,"Fig 6, caption",1,−0.0043,data,notes/review_results/partB/lag_tables.md,line 12; the line holds -0.0043; anchor: | 3 | W60 |,sts DiD at τ = 3,ok," whole-brain MMI-sts DiD at τ = 1 (−0.0809), 2 (−0.0429), 3 (−0.0043), 5 (−0.0024) nats, with r, the per-su"
Results / 5. Lag dependence,"Fig 6, caption",1,5,label,,,lag index,ok,"in MMI-sts DiD at τ = 1 (−0.0809), 2 (−0.0429), 3 (−0.0043), 5 (−0.0024) nats, with r, the per-subjec"
Results / 5. Lag dependence,"Fig 6, caption",1,−0.0024,data,notes/review_results/partB/lag_tables.md,line 14; the line holds -0.0024; anchor: | 5 | W60 |,sts DiD at τ = 5,ok,"MMI-sts DiD at τ = 1 (−0.0809), 2 (−0.0429), 3 (−0.0043), 5 (−0.0024) nats, with r, the per-subject correla"
Results / 5. Lag dependence,"Fig 6, caption",1,+0.953,data,notes/review_results/partB/lag_tables.md,line 8; the line holds +0.953; anchor: | 1 | W60 |,"r(sts DiD, lag-τ autocorr DiD) at τ = 1",ok,"ation between the sts DiD and the lag-τ autocorrelation DiD (+0.953, +0.970, +0.626, −0.832). (b) The whol"
Results / 5. Lag dependence,"Fig 6, caption",1,+0.970,data,notes/review_results/partB/lag_tables.md,line 10; the line holds +0.970; anchor: | 2 | W60 |,"r(sts DiD, lag-τ autocorr DiD) at τ = 2",ok,"tween the sts DiD and the lag-τ autocorrelation DiD (+0.953, +0.970, +0.626, −0.832). (b) The whole-brain "
Results / 5. Lag dependence,"Fig 6, caption",1,+0.626,data,notes/review_results/partB/lag_tables.md,line 12; the line holds +0.626; anchor: | 3 | W60 |,"r(sts DiD, lag-τ autocorr DiD) at τ = 3",ok,"e sts DiD and the lag-τ autocorrelation DiD (+0.953, +0.970, +0.626, −0.832). (b) The whole-brain lag-τ au"
Results / 5. Lag dependence,"Fig 6, caption",1,−0.832,data,notes/review_results/partB/lag_tables.md,line 14; the line holds -0.832; anchor: | 5 | W60 |,"r(sts DiD, lag-τ autocorr DiD) at τ = 5",ok,"D and the lag-τ autocorrelation DiD (+0.953, +0.970, +0.626, −0.832). (b) The whole-brain lag-τ autocorrel"
Results / 5. Lag dependence,"Fig 6, caption",1,−0.0146,data,notes/review_results/partB/lag_tables.md,line 8; the line holds -0.0146; anchor: | 1 | W60 |,r_τ DiD at τ = 1,ok," The whole-brain lag-τ autocorrelation DiD at the same lags (−0.0146, −0.0468, −0.0681, −0.0108); the x-axi"
Results / 5. Lag dependence,"Fig 6, caption",1,−0.0468,data,notes/review_results/partB/lag_tables.md,line 10; the line holds -0.0468; anchor: | 2 | W60 |,r_τ DiD at τ = 2,ok,"e-brain lag-τ autocorrelation DiD at the same lags (−0.0146, −0.0468, −0.0681, −0.0108); the x-axis labels "
Results / 5. Lag dependence,"Fig 6, caption",1,−0.0681,data,notes/review_results/partB/lag_tables.md,line 12; the line holds -0.0681; anchor: | 3 | W60 |,r_τ DiD at τ = 3,ok,"ag-τ autocorrelation DiD at the same lags (−0.0146, −0.0468, −0.0681, −0.0108); the x-axis labels give the "
Results / 5. Lag dependence,"Fig 6, caption",1,−0.0108,data,notes/review_results/partB/lag_tables.md,line 14; the line holds -0.0108; anchor: | 5 | W60 |,r_τ DiD at τ = 5,ok,"correlation DiD at the same lags (−0.0146, −0.0468, −0.0681, −0.0108); the x-axis labels give the DMT pre-i"
Results / 5. Lag dependence,"Fig 6, caption",3,1,design,manuscript/analysis_record.md,line 1747; anchor: Primary (pre windows 1–4 / bins 1–8; post windows 6–14 / bins 11–28),pre-injection windows 1–4,ok,e x-axis labels give the DMT pre-injection mean r_τ (windows 1–4). Where the lag-τ autocorrelation co
Results / 5. Lag dependence,"Fig 6, caption",2,4,design,manuscript/analysis_record.md,line 1747; anchor: Primary (pre windows 1–4 / bins 1–8; post windows 6–14 / bins 11–28),pre-injection windows 1–4,ok,x-axis labels give the DMT pre-injection mean r_τ (windows 1–4). Where the lag-τ autocorrelation cont
Results / 5. Lag dependence,"Fig 6, caption",4,1,label,,,lag index,ok,"). Where the lag-τ autocorrelation contrast is negative (τ = 1, 2, 3) the sts contrast is negative, a"
Results / 5. Lag dependence,"Fig 6, caption",2,2,label,,,lag index,ok,"Where the lag-τ autocorrelation contrast is negative (τ = 1, 2, 3) the sts contrast is negative, and "
Results / 5. Lag dependence,"Fig 6, caption",2,3,label,,,lag index,ok,"re the lag-τ autocorrelation contrast is negative (τ = 1, 2, 3) the sts contrast is negative, and at "
Results / 5. Lag dependence,"Fig 6, caption",2,5,label,,,lag index,ok,"ative (τ = 1, 2, 3) the sts contrast is negative, and at τ = 5, where the autocorrelation contrast is"
Results / 5. Lag dependence,"Fig 6, caption",3,3,label,,,lag index,ok,the sts contrast; the r_τ DiD grows in size with τ up to τ = 3 while the sts DiD shrinks with the ato
Results / 5. Lag dependence,"Fig 6, caption",4,3,label,,,lag index,ok,"to τ = 3 while the sts DiD shrinks with the atom, and at τ = 3 the per-subject tracking is only parti"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,−0.048,data,notes/review_results/partB/ccs_pub_tables.md,line 25; the line holds -0.0480; anchor: | sts | -0.0480 | -0.0387 | +1.1554,pub CCS-sts level −0.0480 (ts_gsr W60),ok,Under CCS whole-brain sts is −0.048 nats (MMI 1.155). On the symmetric AR(1
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,1.155,data,notes/review_results/partB/ccs_pub_tables.md,line 25; the line holds +1.1554; anchor: | sts | -0.0480 | -0.0387 | +1.1554,MMI level 1.1554,ok,Under CCS whole-brain sts is −0.048 nats (MMI 1.155). On the symmetric AR(1) family at fixe
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,1,label,,,AR(1): a name,ok,e-brain sts is −0.048 nats (MMI 1.155). On the symmetric AR(1) family at fixed q it is nearly flat in
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,−0.013,data,notes/review_results/partB/diagnostic_alternatives_tables.md,line 144; the line holds -0.0134; anchor: Central-difference slope of CCS-sts,−0.0134,ok," symmetric AR(1) family at fixed q it is nearly flat in r₁ (−0.013 nats per unit at (0.85, 0.25), against "
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,0.85,design,notes/review_results/partB/diagnostic_alternatives_tables.md,"line 144; anchor: at (0.85, 0.25)",the operating point,ok,"t fixed q it is nearly flat in r₁ (−0.013 nats per unit at (0.85, 0.25), against +6.09 for MMI-sts, and "
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,0.25,design,notes/review_results/partB/diagnostic_alternatives_tables.md,"line 144; anchor: at (0.85, 0.25)",the operating point,ok,"d q it is nearly flat in r₁ (−0.013 nats per unit at (0.85, 0.25), against +6.09 for MMI-sts, and not mo"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,+6.09,data,notes/review_results/partB/diagnostic_alternatives_tables.md,line 144; the line holds +6.0903; anchor: Central-difference slope of CCS-sts,MMI +6.0903,ok,"y flat in r₁ (−0.013 nats per unit at (0.85, 0.25), against +6.09 for MMI-sts, and not monotone; S18 Tabl"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,−0.011,data,notes/review_results/partB/ccs_pub_tables.md,"line 33; the line holds -0.011; anchor: Per-pair, subject 1 DMT window 6",−0.011,ok,"e window of one subject CCS-sts does not track pair r₁ (r = −0.011, where MMI-sts gives +0.742); across th"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,+0.742,data,notes/review_results/partB/ccs_pub_tables.md,"line 33; the line holds +0.742; anchor: Per-pair, subject 1 DMT window 6",MMI +0.742,ok,"sts does not track pair r₁ (r = −0.011, where MMI-sts gives +0.742); across the 28 condition × window grou"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,28,design,notes/review_results/partB/ccs_pub_tables.md,line 32; anchor: 28 condition-windows,28 group means,ok,"air r₁ (r = −0.011, where MMI-sts gives +0.742); across the 28 condition × window group means, which f"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,−0.64,data,notes/review_results/partB/ccs_pub_tables.md,line 32; the line holds -0.639; anchor: 28 condition-windows,−0.639,ok,"he drug's time course, it moves inversely with mean r₁ (r = −0.64, where MMI-sts gives +0.98); and its pe"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,+0.98,data,notes/review_results/partB/ccs_pub_tables.md,line 32; the line holds +0.977; anchor: 28 condition-windows,+0.977,ok,"oves inversely with mean r₁ (r = −0.64, where MMI-sts gives +0.98); and its per-subject DiD correlates ne"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,−0.43,data,notes/review_results/partB/inference_revision_tables.md,"line 344; the line holds -0.428; anchor: Table 3: r(CCS-sts DiD, r₁ DiD), ts_demean, W60",−0.428,ok," with the r₁ DiD in all four variant × estimator cells (r = −0.43 to −0.27), each Fisher-z interval inclu"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,−0.27,derived,,"derived: −0.2748 at full precision (per-subject DiDs of inference_rows_ccs_pub.pkl and inference_rows_raw.pkl; −0.275 in IRT (d), ts_gsr global)",,ok," r₁ DiD in all four variant × estimator cells (r = −0.43 to −0.27), each Fisher-z interval including zero"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,14,design,results/primary_b_ts_gsr_win60.csv,"line 2; anchor: section,statistic",N = 14,ok,".43 to −0.27), each Fisher-z interval including zero at N = 14 and a split-half reliability of 0.30."
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 1,1,0.30,data,notes/review_results/partB/splithalf_tables.md,line 13; the line holds +0.302; anchor: Split-half reliabilities (odd vs even per-subject DiD): residual +0.494,pub CCS-sts +0.302 (ts_gsr),ok,al including zero at N = 14 and a split-half reliability of 0.30.
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,+0.0044,data,notes/review_results/partB/inference_revision.csv,"line 75; the line holds 0.004378264941685651; anchor: pickle,CCSpub sts ts_gsr W60,primary,did,","B21; 3 of 14 negative, so 11 positive",ok,"DMT contrast was positive in every combination (S15 Table): +0.0044 [−0.0001, +0.0088] at the primary estim"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,−0.0001,data,notes/review_results/partB/inference_revision.csv,"line 75; the line holds -0.00012230471225737152; anchor: pickle,CCSpub sts ts_gsr W60,primary,did,","B21; 3 of 14 negative, so 11 positive",ok,"ast was positive in every combination (S15 Table): +0.0044 [−0.0001, +0.0088] at the primary estimator (exa"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,+0.0088,data,notes/review_results/partB/inference_revision.csv,"line 75; the line holds 0.008820314846645009; anchor: pickle,CCSpub sts ts_gsr W60,primary,did,","B21; 3 of 14 negative, so 11 positive",ok,"ositive in every combination (S15 Table): +0.0044 [−0.0001, +0.0088] at the primary estimator (exact p = 0."
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,0.056,data,notes/review_results/partB/inference_revision.csv,"line 75; the line holds 0.055908203125; anchor: pickle,CCSpub sts ts_gsr W60,primary,did,","B21; 3 of 14 negative, so 11 positive",ok,"0044 [−0.0001, +0.0088] at the primary estimator (exact p = 0.056, positive in 11 of 14) and +0.0197 [+0."
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,11,derived,,"derived: 14 − n_neg (n_neg 3 in IRC row 'pickle,CCSpub sts ts_gsr W60,primary,did')",,ok,"088] at the primary estimator (exact p = 0.056, positive in 11 of 14) and +0.0197 [+0.0133, +0.0261] a"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,14,design,results/primary_b_ts_gsr_win60.csv,"line 2; anchor: section,statistic",N = 14,ok,"t the primary estimator (exact p = 0.056, positive in 11 of 14) and +0.0197 [+0.0133, +0.0261] at the "
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,+0.0197,data,notes/review_results/partB/inference_revision.csv,"line 93; the line holds 0.019654192537662728; anchor: pickle,CCSpub sts ts_gsr global-bins,primary,did,",B21,ok,"imary estimator (exact p = 0.056, positive in 11 of 14) and +0.0197 [+0.0133, +0.0261] at the global fit (p"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,+0.0133,data,notes/review_results/partB/inference_revision.csv,"line 93; the line holds 0.013277801028347688; anchor: pickle,CCSpub sts ts_gsr global-bins,primary,did,",B21,ok,"imator (exact p = 0.056, positive in 11 of 14) and +0.0197 [+0.0133, +0.0261] at the global fit (p = 0.0002"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,+0.0261,data,notes/review_results/partB/inference_revision.csv,"line 93; the line holds 0.026084596551130934; anchor: pickle,CCSpub sts ts_gsr global-bins,primary,did,",B21,ok,"xact p = 0.056, positive in 11 of 14) and +0.0197 [+0.0133, +0.0261] at the global fit (p = 0.0002, 13 of 1"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,0.0002,data,notes/review_results/partB/inference_revision.csv,"line 93; the line holds 0.000244140625; anchor: pickle,CCSpub sts ts_gsr global-bins,primary,did,",B21,ok,"f 14) and +0.0197 [+0.0133, +0.0261] at the global fit (p = 0.0002, 13 of 14). An exact decomposition of C"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,13,derived,,"derived: 14 − n_neg (n_neg 1 in IRC row 'pickle,CCSpub sts ts_gsr global-bins,primary,did')",,ok,"d +0.0197 [+0.0133, +0.0261] at the global fit (p = 0.0002, 13 of 14). An exact decomposition of CCS-s"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,2,14,design,results/primary_b_ts_gsr_win60.csv,"line 2; anchor: section,statistic",N = 14,ok,"197 [+0.0133, +0.0261] at the global fit (p = 0.0002, 13 of 14). An exact decomposition of CCS-sts loc"
"Results / 6. CCS: a near-zero synergy atom, nearly flat in r₁",paragraph 2,1,+0.0007,data,notes/review_results/partB/inference_revision.csv,"line 633; the line holds 0.0006606576362334994; anchor: pickle,PhiR ts_gsr W60,primary,did,",B21,ok,"ding. ΦR, the quantity of the workspace account, changed by +0.0007 [−0.0093, +0.0112] (p = 0.90) at the pr"
